nmos-gmid-idw (L_sweep=1e-07) X,nmos-gmid-idw (L_sweep=1e-07) Y,nmos-gmid-idw (L_sweep=2e-07) X,nmos-gmid-idw (L_sweep=2e-07) Y,nmos-gmid-idw (L_sweep=3e-07) X,nmos-gmid-idw (L_sweep=3e-07) Y,nmos-gmid-idw (L_sweep=4e-07) X,nmos-gmid-idw (L_sweep=4e-07) Y,nmos-gmid-idw (L_sweep=5e-07) X,nmos-gmid-idw (L_sweep=5e-07) Y,nmos-gmid-idw (L_sweep=6e-07) X,nmos-gmid-idw (L_sweep=6e-07) Y,nmos-gmid-idw (L_sweep=7e-07) X,nmos-gmid-idw (L_sweep=7e-07) Y,nmos-gmid-idw (L_sweep=8e-07) X,nmos-gmid-idw (L_sweep=8e-07) Y,nmos-gmid-idw (L_sweep=9e-07) X,nmos-gmid-idw (L_sweep=9e-07) Y,nmos-gmid-idw (L_sweep=1e-06) X,nmos-gmid-idw (L_sweep=1e-06) Y
1.179634127670389e-05,30.43290473356584,5.659155643484544e-06,31.38962093777131,4.482642415776876e-06,31.5925392270616,3.895422467167273e-06,31.62711845165407,3.517458856676978e-06,31.64718685455523,3.242097974215877e-06,31.66010617956123,3.026269114211317e-06,31.66901432584853,2.849043288666509e-06,31.67546585776628,2.698905570663061e-06,31.68031440892329,2.568902405404392e-06,31.6840653938287
2.412006944184554e-05,30.42475255623042,1.163823702189365e-05,31.37930667075934,9.182464700638971e-06,31.58043101030339,7.935451945842637e-06,31.61372664541763,7.131353189194959e-06,31.6326851717484,6.544794634941607e-06,31.64464535353332,6.084627293496341e-06,31.65271830039804,5.706509295219071e-06,31.65843638795754,5.386020925272642e-06,31.66263570014601,5.108403184694397e-06,31.66580781634476
4.971230313449559e-05,30.41277632204754,2.435431976443632e-05,31.36389558505546,1.923087311894324e-05,31.56229815593971,1.658314267543225e-05,31.5936902874233,1.487269330371633e-05,31.61099695302038,1.362341093055876e-05,31.62152675584367,1.264244203359701e-05,31.62835256128058,1.18358554938142e-05,31.63297447001131,1.115187011565395e-05,31.63620281484805,1.055916178620824e-05,31.63850877021888
0.0001028077019610265,30.39510857955148,5.135324195958429e-05,31.34077902467013,4.067012789590433e-05,31.53504156949282,3.504953114029477e-05,31.56360340120387,3.141182297563879e-05,31.57844629528492,2.875156713780326e-05,31.58683921586696,2.66608415740437e-05,31.59180006017757,2.494071020727747e-05,31.59478170602988,2.348138765060063e-05,31.59655650669844,2.221639710412007e-05,31.5975654052702
0.0002128634389346143,30.36895250769316,0.0001085992831856299,31.30599891882922,8.633705333439905e-05,31.49395800087907,7.440939837344755e-05,31.518307739703,6.66750463256996e-05,31.52947501804857,6.101189188170497e-05,31.53467642954373,5.6557449634005e-05,31.53685029291734,5.289051450110896e-05,31.53738000877456,4.977836280245555e-05,31.5369816682982,4.707992719887227e-05,31.53605126461977
0.0004407334079708105,30.32974165254213,0.0002297899244174147,31.2535716455711,0.0001834301301950798,31.43194482596671,0.0001581297962176574,31.4500363118067,0.0001416922161461562,31.45573360876102,0.0001296418499005399,31.45618328458901,0.000120156161306085,31.45420757589524,0.0001123436959178304,31.45108716523288,0.0001057112433065877,31.44745452502819,9.995948117848951e-05,31.44363867121805
0.000911576391904396,30.25143754711921,0.000485783955889608,31.1651304981662,0.000389334528111175,31.33240902536042,0.0003357102737245377,31.34263339329183,0.0003008000590915498,31.34107231109287,0.0002751770534127255,31.33505153039797,0.0002549937017349443,31.32734124208401,0.0002383645672603737,31.31912916166507,0.000224244829610526,31.31095636581541,0.0002119995047669757,31.30307192144008
0.001881592590221935,30.14529955917658,0.001024437450606513,31.02514037350458,0.0008240919736009812,31.17050995186516,0.0007106189150825303,31.16720374622569,0.000636587781517144,31.15383131113757,0.0005821889007970331,31.13757560138411,0.0005393149419336198,31.12095165482513,0.000503984088346117,31.10491958836747,0.0004739854660258209,31.08983501580336,0.0004479731143616887,31.07579863427986
0.003872407104665964,29.99812719899185,0.002151991782587049,30.82640497127187,0.001736509557187766,30.9394880996995,0.001496923246744156,30.91679585464107,0.001340266296346575,30.88654702763746,0.001225035663624462,30.85571474807564,0.001134188718470251,30.82643597317081,0.001059331768640365,30.79933423082142,0.0009957928650262127,30.7744917518764,0.0009407217482696282,30.75179130778056
0.007936362267838464,29.79114599722866,0.00449500775875445,30.54216065294819,0.003635072590769507,30.60876961629071,0.003130847633715936,30.55911868245267,0.00280039635325512,30.50553043067321,0.002557134361714522,30.45465285107775,0.002365355230286743,30.40806233372868,0.002207410604258806,30.36588889521417,0.00207344697196408,30.32781726774162,0.001957437162449875,30.29341565697763
0.01616911245104722,29.49853707262269,0.009312581497512639,30.13678831522503,0.00753749156168056,30.13893442281623,0.006481542828543506,30.05351221140407,0.005787923940292898,29.96924014043419,0.005277091285371581,29.89224389711668,0.004874594193509531,29.82327821030109,0.004543467294932528,29.76176505365312,0.004262991721331318,29.70682707644854,0.004020453747876323,29.65759293787739
0.03266680413955734,29.08662154646053,0.01907070749404875,29.56672849928932,0.0154213977933014,29.48436463621567,0.0132270034603678,29.35477990160279,0.01178250817463465,29.23315409930703,0.01071882178628878,29.12477903872022,0.009881804293088705,29.02924709404883,0.009194487708756818,28.94500988395629,0.008613528342379766,28.87043606245661,0.008112230471477657,28.804074826089
0.06522662257283607,28.51503225281656,0.03842865560862263,28.78591162430211,0.030976896690011,28.60164978256782,0.026471190149579,28.42318387442113,0.02350023707451093,28.26100631224401,0.02131464514557191,28.11917487113107,0.01959865175639837,27.99576427629288,0.01819350896454766,27.88800911324498,0.017009339588236,27.79335872560974,0.01599056818442959,27.7096719335947
0.1281572224326962,27.74181149018226,0.07577485962788597,27.75786241868818,0.06073320821418322,27.46475152655782,0.05164873669077104,27.24038088442731,0.04565312660261184,27.04097154996774,0.04125130570061391,26.86906491203872,0.03780661287911218,26.72104674129925,0.03499654765646682,26.59285431658515,0.03263750984209774,26.48098843072096,0.03061554626807705,26.38261455754544
